depth	min	max	median	mean
0	-44	-32	-38	-38
10	11	449	185	195
20	167	773	429	438
30	363	1079	676	690
40	567	1342	935	942
50	817	1662	1204	1211
60	1066	1897	1463	1472
70	1325	2145	1754	1748
80	1644	2452	2035	2036
90	1907	2808	2339	2350
100	2204	3246	2688	2697
110	2528	3674	3072	3078
120	2840	4121	3448	3468
130	3156	4531	3847	3859
140	3532	4935	4248	4250
151	3922	5348	4652	4655
160	4246	5711	5022	5016
169	4661	6056	5364	5359
180	5091	6438	5784	5770
190	5563	6755	6170	6161
200	5999	7066	6563	6557
210	6414	7368	6927	6923
220	6849	7666	7280	7269
230	7179	7928	7574	7569
240	7460	8251	7840	7843
250	7713	8501	8102	8100
260	7935	8808	8346	8352
270	8181	9055	8611	8602
280	8413	9306	8844	8847
290	8622	9599	9100	9102
300	8868	9807	9332	9340
310	9110	10106	9580	9589
320	9343	10375	9825	9835
340	9847	10919	10351	10349
360	10302	11501	10871	10886
380	10849	12097	11460	11454
400	11392	12776	12051	12055
420	11972	13416	12668	12670
440	12619	14231	13384	13390
460	13337	15177	14190	14205
480	14064	16149	15056	15076
500	14895	17069	15926	15947
520	15824	17987	16867	16868
540	16708	18803	17773	17762
550	17187	19237	18221	18221
560	17669	19686	18698	18697
570	18160	20104	19166	19162
580	18650	20507	19643	19642
590	19288	20901	20137	20116
600	19836	21265	20584	20570
601	19892	21283	20636	20616
604	20042	21391	20768	20755
606	20164	21476	20865	20845
609	20331	21589	20998	20976
614	20606	21745	21192	21186
617	20749	21852	21304	21301
620	20855	21952	21413	21413
625	21003	22136	21588	21582
630	21197	22304	21744	21742
635	21355	22434	21875	21882
640	21455	22571	21996	22006
645	21607	22732	22113	22135
650	21724	22870	22229	22249
660	21891	23106	22434	22455
670	22054	23326	22635	22653
680	22211	23545	22797	22822
