depth	min	max	median	mean
170	2469	3069	2791	2780
175	2586	3122	2865	2857
180	2689	3184	2938	2932
185	2776	3245	3008	3009
190	2859	3326	3099	3096
200	3055	3487	3280	3275
205	3158	3579	3379	3380
210	3242	3708	3485	3485
215	3371	3846	3609	3606
220	3503	3959	3737	3733
225	3624	4075	3846	3850
230	3749	4182	3969	3968
235	3883	4317	4090	4090
240	3977	4412	4192	4193
245	4067	4499	4290	4290
250	4182	4623	4393	4394
255	4250	4714	4484	4484
260	4359	4815	4591	4589
265	4419	4909	4682	4680
270	4537	4998	4767	4769
280	4734	5164	4954	4953
285	4824	5247	5050	5046
290	4927	5322	5139	5136
295	5034	5401	5233	5228
300	5124	5467	5310	5307
305	5206	5541	5386	5384
310	5310	5599	5462	5459
315	5385	5647	5523	5522
318	5430	5670	5558	5556
320	5446	5693	5581	5578
325	5497	5751	5626	5626
330	5536	5804	5670	5670
340	5612	5897	5753	5754
360	5775	6074	5917	5919
380	5927	6253	6090	6091
390	6016	6360	6185	6183
410	6199	6642	6401	6406
