depth	min	max	median	mean
2	-71	129	-4	5
4	-58	148	18	27
6	-50	174	40	49
8	-36	202	65	72
10	-17	226	92	97
12	-4	261	118	122
14	28	290	154	154
16	47	326	187	186
18	83	373	223	224
20	116	428	269	266
22	133	511	304	308
24	215	556	372	374
26	250	647	436	440
28	328	750	523	529
30	394	873	638	640
32	454	1088	743	751
34	802	1266	1032	1034
36	978	1587	1329	1317
38	1223	1810	1553	1544
40	1490	1918	1720	1716
42	1650	2106	1893	1887
44	1754	2138	1962	1957
46	1834	2209	2032	2027
48	1887	2282	2090	2086
50	1930	2321	2135	2132
52	1961	2393	2177	2179
55	2018	2448	2232	2234
58	2066	2525	2282	2286
