depth	min	max	median	mean
12	-43	267	115	114
50	413	775	598	598
80	717	1094	912	911
105	940	1316	1126	1126
125	1103	1470	1291	1289
155	1333	1682	1507	1505
175	1467	1795	1635	1636
205	1657	1971	1823	1823
225	1781	2092	1945	1941
255	1974	2250	2108	2108
265	2019	2303	2163	2161
305	2233	2495	2366	2365
325	2337	2582	2462	2462
345	2451	2675	2559	2560
355	2492	2711	2609	2608
375	2590	2804	2698	2698
385	2635	2852	2743	2742
405	2722	2939	2833	2832
425	2808	3030	2920	2920
435	2856	3073	2964	2963
455	2931	3159	3049	3048
475	3028	3235	3132	3131
495	3110	3310	3215	3213
505	3158	3356	3255	3254
525	3236	3432	3333	3333
545	3321	3512	3408	3411
555	3349	3548	3448	3449
575	3427	3627	3522	3524
585	3469	3659	3560	3562
605	3542	3733	3636	3637
625	3615	3805	3708	3710
645	3681	3886	3779	3781
655	3715	3917	3816	3817
675	3796	3989	3897	3896
695	3867	4075	3975	3976
705	3910	4130	4019	4020
725	3991	4230	4109	4110
735	4044	4285	4160	4161
755	4140	4397	4273	4272
775	4252	4534	4398	4399
785	4327	4614	4469	4471
805	4485	4812	4643	4644
815	4583	4918	4736	4739
825	4674	5015	4850	4847
835	4784	5143	4964	4963
845	4894	5264	5082	5082
855	5025	5386	5212	5213
865	5169	5526	5359	5356
875	5325	5670	5507	5504
885	5483	5834	5661	5662
895	5651	5993	5824	5822
905	5815	6183	5998	5999
915	6002	6378	6183	6182
925	6183	6561	6371	6370
935	6368	6750	6553	6553
945	6581	6950	6762	6766
955	6806	7172	6976	6980
965	6989	7386	7192	7191
975	7219	7615	7411	7414
985	7433	7861	7641	7645
995	7698	8076	7892	7892
998	7783	8144	7971	7970
1002	7898	8264	8073	8076
1005	7990	8327	8162	8161
1009	8093	8456	8265	8271
1013	8206	8562	8377	8378
1015	8259	8621	8429	8433
1019	8352	8754	8538	8542
1022	8410	8855	8617	8623
1025	8493	8928	8706	8708
1029	8601	9041	8822	8823
1033	8700	9190	8939	8940
1035	8752	9235	9002	9002
1040	8913	9374	9152	9149
1044	9022	9495	9267	9265
1045	9051	9526	9296	9295
1049	9180	9648	9409	9411
1052	9254	9751	9495	9497
1055	9337	9816	9584	9580
1059	9450	9962	9690	9694
1062	9518	10060	9776	9780
1065	9612	10135	9867	9866
1068	9685	10247	9948	9951
1072	9771	10378	10058	10061
1075	9856	10444	10137	10141
1078	9911	10526	10222	10220
1082	10000	10651	10321	10323
1085	10098	10720	10389	10397
1088	10151	10813	10465	10471
1092	10239	10939	10562	10570
1095	10314	10992	10631	10638
1098	10391	11079	10697	10706
1102	10472	11170	10787	10794
1105	10518	11233	10853	10859
1108	10575	11314	10910	10922
1109	10594	11327	10933	10942
1110	10616	11354	10952	10963
1112	10643	11402	10992	11004
1115	10702	11476	11042	11062
1125	10826	11702	11247	11251
1134	10997	11910	11411	11422
1145	11155	12163	11630	11633
1155	11321	12350	11816	11814
1165	11456	12573	11969	11986
1185	11752	12977	12321	12334
1195	11909	13173	12495	12505
1205	12031	13370	12651	12672
1215	12188	13570	12819	12831
1225	12323	13710	12985	12994
1235	12455	13931	13146	13157
1275	13003	14652	13780	13790
1305	13416	15101	14243	14249
1310	13478	15194	14315	14325
