"labID","age","error","depth"
"314100",-10,485,10
"314101",-2,420.5,30
"314102",6,356,50
"314103",14,292,70
"314104",22,228.5,90
"314105",30,166,110
"314106",38,106.5,130
"314107",46,58,150
"314108",145,107.5,170
"314109",233,112,190
"314110",341,151,210
"314111",460,194,230
"314112",588,237.5,250
"314113",722,276,270
"314114",859,309,290
"314115",1000,340,310
"314116",1143,372,330
"314117",1289,405,350
"314118",1436,440.5,370
"314119",1584,478,390
"314120",1734,520.5,410
"314121",1884,568,430
"314122",2035,618,450
"314123",2186,670.5,470
"314124",2338,726,490
"314125",2490,785,510
"314126",2642,848.5,530
"314127",2794,916,550
