depth	min	max	median	mean
0	142	624	388	384
10	340	841	591	593
20	612	1183	870	877
30	911	1547	1226	1226
40	1275	1974	1621	1622
50	1659	2469	2079	2075
60	2121	2967	2543	2540
70	2631	3429	3045	3040
80	3121	3934	3517	3518
90	3572	4424	4013	4008
100	4048	4878	4464	4465
120	4844	5745	5286	5284
140	5650	6432	6034	6033
160	6294	6974	6643	6640
180	6824	7449	7160	7150
200	7325	7908	7610	7614
220	7772	8279	8036	8034
230	7969	8496	8243	8242
240	8184	8707	8438	8444
250	8398	8938	8640	8642
260	8562	9124	8820	8825
270	8713	9330	8987	8996
280	8842	9528	9168	9174
