depth	min	max	median	mean
0	-73	-5	-51	-48
5	-58	41	-20	-17
13.5	-19	124	40	43
23.5	29	211	113	116
28.5	63	261	156	158
38.5	131	366	246	247
48.5	208	489	352	351
58.5	317	654	484	483
67	431	820	617	621
74	525	978	751	749
81	657	1131	885	886
88	755	1271	1024	1020
96	894	1452	1169	1171
104	1069	1611	1328	1330
115	1273	1802	1537	1541
125	1458	1942	1702	1702
135	1613	2097	1859	1858
145	1754	2238	1998	1999
155	1896	2387	2140	2141
165	2040	2504	2263	2266
175	2171	2621	2393	2390
180	2219	2679	2452	2453
190	2363	2815	2580	2580
195	2410	2867	2638	2636
205	2521	2977	2752	2752
215	2654	3081	2869	2867
225	2763	3188	2983	2984
235	2889	3310	3101	3101
245	3005	3431	3231	3229
255	3142	3560	3354	3351
265	3269	3691	3477	3478
275	3393	3835	3598	3602
280	3442	3873	3653	3660
290	3558	4001	3780	3780
295	3622	4052	3841	3840
305	3755	4164	3963	3962
315	3862	4294	4082	4083
325	3986	4428	4213	4210
335	4112	4543	4335	4332
345	4234	4665	4453	4454
355	4365	4786	4570	4569
360	4412	4852	4633	4630
365	4466	4907	4685	4688
375	4589	5025	4796	4799
380	4639	5066	4848	4849
395	4804	5241	5015	5016
405	4917	5339	5125	5125
415	5036	5445	5238	5240
425	5142	5568	5353	5357
435	5272	5723	5471	5477
445	5376	5818	5586	5590
455	5496	5939	5707	5710
465	5621	6075	5833	5838
475	5736	6198	5957	5960
481	5811	6279	6032	6037
491	5944	6410	6163	6166
495	5992	6459	6212	6216
505	6118	6590	6351	6351
515	6265	6723	6489	6488
525	6405	6863	6626	6625
535	6542	7003	6767	6768
545	6699	7136	6903	6905
555	6838	7261	7047	7045
565	6959	7397	7178	7182
575	7083	7553	7313	7316
580	7184	7624	7384	7390
590	7304	7763	7523	7526
595	7375	7835	7600	7601
605	7525	7992	7749	7753
615	7673	8158	7902	7906
625	7848	8331	8081	8081
635	8037	8563	8286	8287
645	8235	8869	8536	8544
655	8494	9176	8828	8828
665	8757	9520	9136	9140
675	9094	9936	9501	9504
680	9265	10164	9713	9711
690	9698	10758	10167	10180
695	9859	10987	10412	10418
705	10282	11502	10896	10906
715	10836	11951	11403	11392
725	11309	12352	11850	11837
735	11700	12722	12224	12218
745	12062	13050	12584	12578
755	12441	13325	12928	12919
765	12832	13606	13220	13219
775	13092	13864	13477	13473
780	13187	13950	13585	13581
790	13400	14140	13786	13778
795	13497	14246	13872	13869
805	13644	14440	14048	14039
815	13807	14621	14214	14206
825	13966	14790	14369	14373
835	14102	14992	14527	14535
845	14246	15197	14691	14695
855	14346	15369	14835	14844
