depth	min	max	median	mean
0	667	1351	1006	999
5	747	1460	1105	1105
10	890	1630	1249	1249
15	1024	1782	1422	1423
20	1252	2033	1664	1662
25	1534	2339	1911	1922
30	1860	2603	2224	2223
35	2073	2936	2516	2511
40	2426	3267	2854	2853
45	2727	3575	3161	3156
50	3046	3901	3459	3465
55	3302	4271	3759	3771
60	3622	4527	4074	4077
65	3913	4890	4387	4389
70	4275	5217	4743	4737
75	4555	5455	4998	4999
80	4838	5767	5280	5292
85	5157	6116	5626	5624
90	5441	6448	5924	5923
95	5771	6681	6228	6232
100	6014	6966	6510	6504
105	6270	7251	6781	6768
110	6585	7505	7051	7060
115	6894	7798	7311	7323
120	7157	8064	7575	7580
125	7381	8277	7859	7844
130	7662	8590	8104	8103
135	7931	8808	8358	8362
140	8200	9085	8609	8616
145	8409	9320	8863	8853
150	8620	9543	9111	9112
155	8906	9809	9345	9344
160	9146	10011	9566	9561
165	9357	10203	9794	9791
170	9604	10404	10011	10012
175	9831	10599	10210	10215
180	10025	10769	10403	10407
185	10240	10952	10616	10602
190	10434	11126	10798	10787
195	10642	11269	10972	10968
200	10816	11438	11134	11135
205	10993	11580	11291	11290
210	11170	11704	11443	11439
215	11303	11846	11576	11578
220	11465	11965	11734	11726
225	11615	12089	11860	11858
230	11752	12214	11989	11989
235	11904	12325	12114	12115
240	12015	12430	12225	12223
245	12124	12534	12333	12333
250	12226	12631	12438	12438
255	12335	12728	12535	12538
260	12440	12847	12638	12637
265	12527	12945	12725	12729
270	12609	13048	12814	12819
275	12677	13151	12899	12904
280	12749	13247	12985	12990
285	12813	13368	13068	13072
290	12886	13476	13149	13159
295	12942	13575	13235	13241
