depth	min	max	median	mean
10	-65	310	68	84
20	21	450	217	224
30	152	601	367	372
40	313	758	534	533
50	476	931	705	706
60	658	1078	869	870
70	815	1289	1050	1048
80	980	1444	1217	1218
100	1330	1817	1573	1573
110	1495	1987	1749	1747
120	1682	2155	1921	1919
130	1867	2329	2094	2099
140	2034	2504	2277	2276
150	2215	2685	2455	2454
160	2412	2882	2632	2634
170	2598	3043	2811	2812
180	2766	3233	2996	2996
190	2927	3407	3170	3170
200	3122	3585	3355	3354
210	3300	3774	3541	3538
220	3487	3960	3719	3719
230	3666	4148	3901	3899
240	3838	4313	4075	4076
250	4008	4489	4255	4252
260	4219	4682	4444	4445
270	4388	4845	4614	4619
280	4548	5015	4792	4791
290	4733	5192	4969	4969
300	4916	5380	5158	5152
310	5093	5556	5335	5330
320	5273	5734	5514	5511
330	5465	5914	5689	5689
340	5644	6092	5870	5871
350	5816	6265	6050	6049
360	6012	6452	6232	6232
370	6166	6625	6411	6407
380	6353	6806	6586	6586
390	6540	6979	6773	6769
400	6718	7176	6950	6949
410	6898	7349	7119	7124
420	7072	7528	7310	7306
430	7257	7727	7488	7487
440	7425	7901	7666	7666
450	7621	8072	7842	7846
460	7795	8234	8014	8021
470	7968	8411	8199	8198
480	8138	8597	8378	8379
490	8348	8774	8566	8564
500	8549	8950	8747	8748
505	8639	9026	8828	8832
510	8725	9111	8915	8915
515	8800	9190	8996	8998
520	8876	9272	9077	9077
525	8954	9364	9164	9161
530	9034	9443	9244	9244
535	9112	9539	9324	9326
540	9182	9627	9407	9408
545	9255	9728	9486	9491
