"labID","age","error","depth"
"347985",13973,498,490
"347986",14056,505,495
"347987",14136,512,500
"347988",14216,519.5,505
"347989",14293,527,510
"347990",14370,534.5,515
"347991",14445,542.5,520
"347992",14504,549.5,524
"347993",14547,555,527
"347994",14576,558.5,529
"347995",14619,564.5,532
"347996",14662,570.5,535
"347997",14704,577,538
"347998",14746,583.5,541
"347999",14801,592.5,545
"348000",14828,597,547
"348001",14869,604.5,550
"348002",14896,609.5,552
"348003",14936,617,555
"348004",14963,622,557
"348005",15002,630,560
"348006",15029,635.5,562
"348007",15068,644,565
"348008",15094,649.5,567
"348009",15132,658,570
"348010",15171,667,573
"348011",15196,673,575
"348012",15222,679,577
"348013",15260,688,580
"348014",15285,694,582
"348015",15323,703.5,585
"348016",15348,710,587
"348017",15385,719.5,590
"348018",15410,726,592
"348019",15447,736,595
"348020",15472,742.5,597
"348021",15508,753,600
"348022",15533,760,602
"348023",15545,763.5,603
"348024",15570,770.5,605
"348025",15594,777.5,607
"348026",15631,788.5,610
"348027",15655,796,612
"348028",15692,807,615
"348029",15753,826,620
"348030",15874,865.5,630
"348031",15996,906.5,640
