depth	min	max	median	mean
2.5	-56	146	43	43
5	-29	158	63	64
9	5	189	93	95
11.5	22	211	113	114
16.5	56	241	142	144
19	74	252	157	158
22.5	92	267	177	177
30	132	308	215	215
32.5	145	323	226	227
37.5	168	343	249	251
42.5	189	366	276	276
47.5	208	393	299	300
52.5	230	419	324	323
57.5	259	441	347	347
65	295	480	386	387
70	323	504	412	413
74.5	347	535	437	438
79.5	370	568	467	467
84.5	394	591	498	497
89.5	432	628	532	532
92	443	650	550	551
94.5	469	674	573	574
97	484	710	597	596
100	525	741	633	631
102	541	783	654	654
105	574	813	690	692
109	621	875	745	744
114	684	961	809	813
119	747	1040	880	883
123.5	798	1106	944	946
125.5	829	1135	973	975
127	842	1158	995	996
129.5	877	1194	1034	1032
131	886	1242	1055	1054
132.5	905	1270	1076	1076
