depth	min	max	median	mean
30	299	1671	1046	1031
50	669	1964	1376	1360
70	1047	2275	1715	1703
90	1421	2640	2066	2058
113	1891	3017	2478	2465
130	2186	3322	2774	2769
150	2549	3646	3117	3123
170	2965	4025	3485	3485
190	3310	4358	3846	3842
210	3688	4683	4201	4194
230	4067	5026	4563	4559
250	4433	5344	4908	4901
290	5224	5946	5609	5598
310	5591	6217	5919	5915
330	5876	6482	6195	6194
347	6121	6670	6398	6398
370	6400	6933	6659	6662
390	6598	7153	6882	6883
410	6831	7341	7101	7096
450	7271	7723	7508	7506
479	7599	8001	7801	7800
489	7681	8104	7901	7898
509	7891	8331	8109	8109
529	8097	8575	8316	8320
539	8199	8688	8431	8435
569	8513	9055	8774	8781
589	8718	9287	9016	9012
611	8977	9588	9292	9290
619	9086	9719	9394	9394
639	9367	9995	9671	9671
649	9506	10167	9820	9824
659	9653	10338	9983	9984
669	9785	10540	10168	10171
679	9965	10727	10360	10356
689	10141	10949	10569	10557
699	10377	11159	10758	10765
719	10764	11594	11174	11182
729	10985	11819	11394	11397
749	11451	12249	11863	11854
759	11687	12433	12092	12080
769	11935	12653	12298	12300
779	12216	12845	12525	12527
789	12440	13073	12757	12759
799	12575	13324	12941	12945
809	12737	13529	13114	13115
818	12839	13708	13258	13263
