depth	min	max	median	mean
1	-74	-25	-64	-60
4	-70	-9	-52	-48
8	-64	17	-36	-33
12	-56	36	-21	-18
16	-47	58	-4	-3
20	-36	75	11	12
24	-24	91	26	27
28	-9	109	39	42
32	1	127	54	57
36	13	149	71	73
40	29	163	87	90
44	45	181	105	106
48	56	196	122	123
52	67	216	136	139
56	80	237	155	156
62	104	267	179	181
64	112	274	189	190
68	129	294	207	208
72	145	309	225	226
76	158	334	243	245
80	180	351	262	264
84	201	376	282	284
88	220	397	303	304
92	240	429	324	325
96	262	454	344	346
100	277	475	369	370
104	300	499	392	394
108	327	521	417	418
112	348	551	443	443
116	370	569	467	469
118	382	580	481	482
122	403	609	508	508
124	420	622	522	523
126	428	644	538	538
128	447	659	552	553
130	458	678	569	569
132	474	697	584	585
134	492	718	601	602
136	503	742	617	618
138	524	764	637	638
140	538	795	656	659
142	551	826	678	681
144	564	868	700	705
146	576	912	719	730
