depth	min	max	median	mean
0	-46	-22	-34	-34
5	-32	100	18	22
10	0	172	74	78
15	36	249	134	134
20	81	312	192	193
25	144	383	253	255
30	197	450	316	318
35	256	532	386	389
40	334	620	464	469
45	408	703	554	555
50	486	860	667	670
55	602	1129	831	843
60	771	1519	1079	1097
65	1005	1823	1384	1398
70	1260	2113	1708	1697
75	1611	2354	1992	1988
80	1800	2640	2221	2218
85	1990	2854	2444	2444
90	2231	3109	2661	2662
95	2410	3316	2868	2867
100	2644	3507	3054	3055
105	2803	3674	3240	3237
110	2978	3865	3406	3409
115	3111	4009	3567	3569
120	3273	4135	3713	3713
125	3385	4289	3850	3845
130	3485	4393	3959	3952
135	3552	4470	4040	4040
