"labID","age","error","depth"
"248480",266.5804585,172.36978129262,10
"248481",291.86550735,183.441948757827,15
"248482",321.58384245,195.617130432758,20
"248483",359.170813,208.445466556293,25
"248484",403.969193099999,221.8220653904,30
"248485",456.36874455,234.363821488099,35
"248486",517.10458295,244.051653360582,40
"248487",584.123279,249.406479023444,45
"248488",654.609011000004,250.450786243916,50
"248489",723.396599999997,247.772495087018,55
"248490",775.318151,243.801829411268,60
"248491",809.381472000001,241.123460201695,65
"248492",843.828777,239.275137375956,70
"248493",876.177931000001,237.3863249554,75
"248494",908.184575000001,236.315011444168,80
"248495",939.203798999995,236.189792066861,85
"248496",969.838572999999,236.887296147164,90
"248497",1000.117476,238.478708168018,95
"248498",1093.893208,247.832687247898,100
"248499",1271.029571,270.02460573777,105
"248500",1472.138139,285.591691642509,110
"248501",1676.497327,296.351774128703,115
"248502",1880.278267,310.69662546426,120
"248503",2089.409784,323.098011884006,125
"248504",2301.014897,325.636039494875,130
"248505",2517.602282,327.46540771201,135
"248506",2813.706073,332.625907812244,140
"248507",3167.646539,322.161878416105,145
"248508",3531.586496,341.22213557884,150
"248509",3910.804444,348.52254743676,155
"248510",4176.39143400001,346.970403584933,160
"248511",4336.094651,337.275837980099,165
"248512",4482.863915,322.124294283935,170
"248513",4617.46252,305.995374073558,175
"248514",4743.338629,300.985829091454,180
"248515",4874.781689,313.700806281232,185
"248516",5027.842144,348.186170157588,190
"248517",5226.155381,389.211065997681,195
"248518",5464.942991,399.03107982559,200
"248519",5697.595221,363.203102150201,205
"248520",5885.910138,317.968638105875,210
"248521",6088.280107,296.182152981793,215
"248522",6338.101145,303.330076292866,220
"248523",6594.477375,303.460574006512,225
"248524",6828.178535,294.817029710525,230
"248525",7043.736315,283.469486241774,235
"248526",7259.43076,274.553791715945,240
"248527",7489.53352,262.955369391334,245
"248528",7711.631335,247.243145608307,250
"248529",7911.558045,246.357497374823,255
"248530",8113.211405,260.47921097918,260
"248531",8343.17996,293.998328293576,265
"248532",8601.100245,314.034312382404,270
"248533",8839.01304,313.772096692595,275
"248534",8949.94254,316.077380246108,277.5
"248535",9063.8823,323.300775702903,280
"248536",9189.062885,336.619163080385,282.5
"248537",9332.572815,352.292097353434,285
"248538",9490.93387,358.636264628689,287.5
"248539",9646.98318,348.334589560219,290
