depth	min	max	median	mean
0.5	-46	63	7	7
3.5	-6	258	103	109
7.5	70	435	250	249
9.5	103	534	316	321
11	170	591	377	380
17.5	405	843	633	632
20	486	931	725	720
22	618	976	794	794
24	686	1039	871	868
25.5	731	1108	918	920
31.5	952	1303	1116	1119
35	1039	1482	1260	1260
37	1192	1634	1405	1407
41.5	1506	2101	1790	1792
44.5	1720	2472	2125	2121
49.5	2127	2769	2453	2454
51	2190	2845	2512	2518
52.5	2246	2891	2571	2568
59.5	2382	3169	2765	2768
64.5	2480	3339	2885	2888
69.5	2562	3483	3000	3001
77.5	2661	3672	3156	3155
82.5	2731	3772	3240	3243
