depth	min	max	median	mean
0	-38	-26	-32	-32
10	66	737	329	350
20	312	1190	717	722
30	634	1535	1110	1106
40	1024	1900	1476	1472
50	1459	2262	1868	1864
60	1871	2734	2288	2293
70	2283	3327	2727	2742
80	2657	3778	3200	3200
90	3070	4168	3639	3636
100	3597	4560	4108	4094
110	4065	4994	4501	4506
120	4378	5432	4844	4859
130	4726	5773	5231	5233
140	5058	6146	5602	5600
150	5408	6514	5946	5948
160	5714	6812	6282	6277
170	6083	7108	6624	6621
180	6469	7444	6954	6952
190	6815	7716	7279	7273
200	7185	7982	7594	7592
210	7560	8205	7892	7892
220	7795	8483	8144	8145
230	8031	8753	8378	8381
240	8255	9008	8614	8625
250	8472	9235	8851	8849
260	8685	9470	9075	9080
270	8938	9700	9318	9318
280	9153	9927	9537	9540
290	9384	10166	9768	9765
300	9632	10410	10001	10002
310	9868	10592	10225	10224
320	10065	10841	10449	10452
330	10268	11088	10665	10670
340	10475	11314	10891	10895
350	10665	11572	11094	11099
360	10827	11757	11283	11283
