depth	min	max	median	mean
78	3276	3640	3481	3475
80	3341	3659	3512	3508
82	3379	3688	3545	3540
84	3421	3716	3574	3572
86	3464	3735	3601	3601
88	3497	3765	3630	3630
89	3518	3777	3643	3645
90	3539	3787	3657	3659
91	3555	3796	3672	3673
92	3571	3811	3685	3687
93	3576	3827	3699	3702
93.5	3587	3831	3704	3707
95	3606	3846	3720	3724
96	3617	3856	3734	3735
97	3627	3869	3744	3746
98	3635	3888	3756	3757
99	3649	3891	3766	3766
100	3659	3897	3773	3776
101	3671	3907	3783	3785
102	3679	3918	3791	3794
104	3698	3938	3808	3812
106	3714	3955	3826	3830
110	3743	3997	3864	3866
114	3777	4056	3898	3903
118	3809	4088	3939	3941
126	3873	4164	4014	4016
134	3940	4265	4094	4095
142	4004	4348	4175	4177
150	4080	4470	4267	4270
158	4156	4621	4373	4376
