depth	min	max	median	mean
125	10169	10901	10559	10553
135	10379	11048	10721	10719
145	10548	11196	10890	10887
155	10735	11366	11074	11070
165	10937	11532	11251	11245
175	11137	11732	11423	11423
192.5	11456	11980	11732	11725
195	11502	12020	11770	11769
205	11648	12188	11936	11930
215	11812	12332	12087	12081
235	12119	12612	12373	12369
255	12402	12851	12642	12642
265	12555	12980	12770	12772
275	12681	13094	12892	12893
285	12801	13200	13003	13005
295	12908	13309	13107	13110
305	13021	13404	13216	13217
315	13129	13514	13320	13320
325	13227	13615	13422	13424
340	13385	13779	13572	13577
355	13520	13925	13730	13729
365	13618	14043	13828	13832
385	13818	14266	14035	14034
405	14020	14473	14234	14238
415	14122	14568	14334	14338
425	14223	14679	14436	14438
430	14261	14730	14486	14487
455	14527	14989	14748	14749
465	14624	15106	14848	14854
475	14717	15213	14959	14963
485	14817	15347	15073	15074
495	14939	15465	15192	15194
505	15047	15618	15314	15321
515	15169	15776	15446	15452
525	15285	15906	15576	15582
540	15454	16201	15788	15796
