depth	min	max	median	mean
0	-18	-6	-12	-12
20	87	468	239	253
40	294	823	523	536
60	527	1135	819	821
80	778	1450	1103	1105
100	1045	1769	1395	1398
120	1316	2099	1704	1706
140	1579	2402	2018	2012
160	1926	2791	2317	2329
180	2203	3121	2654	2659
200	2549	3504	3006	3009
220	2869	3850	3350	3364
240	3212	4318	3746	3745
260	3597	4713	4118	4121
280	3944	5086	4494	4495
300	4291	5459	4864	4874
315	4560	5779	5165	5167
330	4809	6053	5456	5450
350	5206	6457	5849	5840
370	5595	6848	6232	6231
385	5887	7128	6525	6522
400	6154	7412	6807	6809
410	6352	7607	7010	7004
430	6734	8002	7407	7400
450	7148	8378	7785	7788
470	7574	8790	8179	8172
490	7923	9117	8553	8548
510	8321	9514	8920	8925
530	8667	9875	9298	9295
550	9072	10212	9676	9660
580	9671	10766	10215	10208
600	10058	11089	10573	10566
610	10256	11242	10744	10737
620	10409	11395	10904	10903
640	10748	11705	11222	11221
660	11044	11986	11543	11535
670	11241	12129	11693	11693
690	11562	12430	11992	11993
720	12043	12840	12438	12445
740	12353	13108	12736	12736
760	12654	13399	13027	13027
774	12841	13578	13223	13225
790	13115	13844	13451	13457
805	13323	14036	13665	13673
