depth	min	max	median	mean
40	1903	2497	2200	2200
55	2312	2800	2563	2560
65	2657	3130	2897	2898
75	2997	3459	3238	3233
85	3368	3859	3610	3608
95	3714	4197	3968	3963
105	4092	4529	4323	4319
115	4455	4852	4656	4656
125	4767	5180	4961	4964
135	5031	5495	5263	5264
145	5300	5824	5558	5560
155	5588	6129	5837	5843
160	5695	6258	5964	5969
175	6023	6681	6361	6359
180	6147	6820	6490	6486
185	6259	6960	6602	6599
190	6371	7060	6714	6721
195	6472	7220	6830	6835
207	6682	7472	7066	7072
220	6896	7740	7341	7338
225	6986	7867	7437	7427
230	7061	7947	7518	7518
235	7118	8062	7602	7599
265	7549	8641	8076	8076
