depth	min	max	median	mean
150	50	818	449	449
170	385	1051	721	722
180	529	1131	850	844
195	727	1294	1029	1025
210	930	1442	1207	1198
220	1058	1548	1312	1309
230	1177	1644	1416	1414
240	1282	1735	1521	1517
250	1378	1831	1620	1620
260	1506	1930	1719	1716
270	1599	2011	1814	1812
280	1704	2094	1907	1907
290	1819	2167	2005	2000
300	1928	2249	2098	2095
310	2025	2348	2191	2190
320	2135	2454	2291	2291
330	2241	2588	2401	2404
335	2291	2642	2462	2461
345	2394	2774	2580	2581
355	2503	2919	2698	2698
365	2611	3054	2813	2818
375	2706	3187	2938	2940
385	2830	3326	3061	3066
395	2945	3474	3180	3187
405	3054	3593	3307	3311
415	3179	3705	3435	3437
425	3293	3831	3570	3562
430	3364	3899	3625	3625
440	3477	4026	3748	3751
450	3601	4152	3869	3873
460	3724	4268	4003	3999
470	3872	4384	4128	4127
480	3982	4535	4258	4258
490	4108	4664	4392	4391
500	4215	4803	4529	4526
510	4353	4941	4662	4661
520	4506	5085	4795	4795
530	4647	5235	4931	4932
540	4776	5371	5071	5070
550	4917	5499	5202	5206
560	5052	5653	5352	5353
570	5201	5794	5497	5491
580	5352	5955	5631	5633
590	5483	6068	5778	5777
600	5633	6215	5937	5926
610	5803	6350	6070	6074
620	5959	6486	6227	6222
630	6119	6655	6384	6380
640	6268	6825	6539	6541
650	6432	7012	6726	6725
660	6592	7216	6898	6901
670	6755	7423	7072	7081
680	6934	7601	7264	7268
690	7117	7815	7453	7456
700	7303	8013	7641	7645
710	7489	8172	7831	7832
720	7674	8339	8015	8013
730	7877	8530	8196	8196
740	8036	8709	8373	8374
750	8227	8857	8552	8549
760	8418	9040	8725	8726
770	8589	9208	8886	8888
780	8754	9366	9048	9050
790	8882	9536	9201	9207
810	9183	9879	9509	9515
820	9329	10024	9676	9671
830	9476	10199	9825	9826
840	9621	10354	9972	9979
850	9767	10509	10124	10127
860	9915	10664	10273	10276
870	10065	10825	10426	10432
880	10197	10995	10573	10583
887	10285	11086	10671	10686
