"labID","age","error","depth"
"267445",-54,1.5,0
"267446",-39,3,20
"267447",-28,4.5,29
"267448",-18,6,35
"267449",-8,8.5,40
"267450",1,10,44
"267451",8,12,47
"267452",15,14,50
"267453",24,16,54
"267454",31,17.5,57
"267455",37,19.5,60
"267456",43,21,63
"267457",47,22,65
"267458",51,23,67
"267459",59,25,71
"267460",68,26.5,75
"267461",78,28,80
"267462",86,30.5,84
"267463",96,32.5,89
"267464",104,33.5,93
"267465",112,35,97
"267466",122,36.5,102
"267467",130,37.5,106
"267468",140,39,111
"267469",148,40,115
