depth	min	max	median	mean
0	1721	2300	2041	2036
10	1899	2427	2174	2166
20	2036	2528	2293	2290
30	2169	2641	2420	2416
40	2297	2762	2544	2538
50	2427	2883	2665	2661
60	2541	2992	2779	2777
70	2668	3107	2895	2894
80	2788	3217	3006	3009
90	2916	3334	3133	3130
100	3031	3470	3243	3244
105	3108	3512	3311	3308
115	3231	3627	3434	3432
120	3292	3692	3494	3494
125	3344	3769	3557	3557
130	3410	3827	3622	3621
140	3556	3971	3763	3761
150	3697	4094	3891	3893
160	3817	4240	4031	4030
170	3950	4382	4163	4164
175	4034	4454	4233	4235
180	4091	4513	4300	4300
190	4214	4651	4428	4429
200	4344	4757	4552	4550
210	4458	4877	4664	4666
220	4572	4999	4780	4783
230	4693	5137	4904	4904
240	4816	5245	5023	5022
250	4935	5380	5147	5149
260	5060	5499	5268	5272
270	5182	5626	5404	5403
275	5241	5677	5470	5470
280	5318	5766	5534	5537
290	5447	5890	5679	5678
300	5614	6043	5833	5830
305	5684	6115	5906	5905
310	5780	6201	5982	5983
320	5932	6363	6136	6137
330	6094	6511	6290	6293
340	6243	6671	6453	6451
350	6386	6835	6611	6609
360	6538	6994	6760	6764
370	6689	7143	6915	6915
380	6837	7317	7058	7062
390	6965	7465	7203	7203
410	7212	7821	7498	7499
