depth	min	max	median	mean
1	-53	-49	-51	-51
4.5	-51	-47	-49	-49
7.625	-47	-40	-41	-42
10.75	-41	-26	-30	-31
12.5	-32	-16	-19	-20
15.875	-15	9	3	1
16.875	-3	19	13	12
18	11	31	26	25
19.5	28	49	42	41
20.75	42	64	56	55
22	51	72	65	65
23.25	57	80	74	72
24.75	64	92	84	82
26	69	101	92	90
27.375	84	125	112	111
28.75	95	154	133	132
31.625	128	212	179	177
33.75	180	243	216	215
34.75	196	268	233	233
35.625	203	290	249	248
37.25	244	318	281	280
38.375	263	343	304	303
39.75	278	384	332	331
41	288	428	357	357
42.75	323	446	388	388
44.25	339	488	414	415
50.5	438	663	547	548
55.5	550	764	658	656
60.5	648	855	751	751
66.5	781	940	865	864
70.5	834	974	908	907
75.5	881	1012	950	950
80.5	918	1054	985	985
90.5	974	1140	1049	1051
120.5	1187	1440	1303	1308
140.5	1552	2025	1794	1794
155.5	2158	2531	2344	2347
160.5	2376	2679	2539	2535
165.5	2541	2833	2681	2680
185.5	2933	3188	3062	3061
210.5	3188	3391	3294	3293
230.5	3329	3498	3415	3415
260.5	3499	3651	3572	3573
280.5	3593	3752	3672	3672
310.5	3765	3928	3848	3847
321.5	3847	4012	3928	3928
335.5	3960	4160	4060	4061
390.5	4344	4675	4507	4507
420.5	4578	4936	4753	4755
450.5	4821	5177	5003	5004
480.5	5104	5445	5271	5273
490.5	5220	5548	5375	5378
510.5	5460	5808	5632	5634
530.5	5805	6211	5989	5994
