depth	min	max	median	mean
1.5	-72	-37	-57	-56
4.5	-67	-16	-45	-43
10.5	-51	23	-18	-17
16.5	-27	60	12	13
20.5	-10	82	33	34
22.5	4	94	45	46
24.5	14	109	58	60
26.5	25	132	73	75
28.5	45	154	94	95
31.5	63	207	126	128
34.5	94	283	181	182
37.5	130	360	237	241
40.5	165	462	299	305
43.5	233	535	381	380
46.5	291	664	454	459
49.5	363	748	544	547
52.5	430	848	630	633
55.5	489	954	715	716
58.5	597	1037	803	806
61.5	672	1149	888	895
64.5	750	1201	983	980
67.5	847	1285	1068	1066
70.5	923	1383	1153	1152
73.5	1019	1444	1237	1236
76.5	1102	1517	1321	1319
79.5	1211	1569	1406	1401
82.5	1304	1642	1480	1477
88.5	1443	1775	1610	1609
94.5	1551	1890	1717	1721
100.5	1643	2019	1828	1830
106.5	1754	2124	1934	1933
109.5	1791	2178	1985	1983
112.5	1834	2248	2029	2032
