"labID","age","error","depth"
"185896",42,266,4
"185897",228,266,12
"185898",414,266,20
"185899",598,266,28
"185900",782,266,36
"185901",962,266,44
"185902",1141,266,52
"185903",1367,266,60
"185904",1612,266,68
"185905",1863,266,76
"185906",2114,266,84
"185907",2359,266,92
"185908",2424,266,96
"185909",2552,266,104
"185910",2616,266,108
"185911",2743,266,116
"185912",2872,266,124
"185913",2999,266,132
"185914",3167,266,140
"185915",3336,266,148
"185916",3552,266,156
"185917",3802,266,164
"185918",4049,266,172
"185919",4296,266,180
"185920",4534,266,188
"185921",4726,266,196
"185922",4788,266,200
"185923",4846,266,204
"185924",4960,266,212
"185925",5070,266,220
"185926",5217,266,228
"185927",5351,266,236
"185928",5484,266,244
"185929",5615,266,252
"185930",5728,266,260
"185931",5844,266,268
"185932",5925,266,276
"185933",5996,266,284
"185934",6155,266,292
"185935",6343,266,300
"185936",6539,266,308
"185937",6737,266,316
"185938",6998,266,324
"185939",7274,266,332
"185940",7378,266,340
"185941",7471,266,348
"185942",7570,266,356
"185943",7745,266,364
"185944",7943,266,372
"185945",8144,266,380
"185946",8354,266,388
"185947",8510,266,396
"185948",8584,266,400
"185949",8658,266,404
"185950",8893,266,412
"185951",9203,266,420
"185952",9520,266,428
"185953",9899,266,436
"185954",10202,266,444
"185955",10330,266,448
"185956",11128,266,456
"185957",11585,266,460
"185958",12041,266,464
"185959",12493,266,468
"185960",12895,266,472
"185961",13261,266,476
"185962",13330,266,480
"185963",13383,266,484
"185964",13492,266,492
