depth	min	max	median	mean
1	-66	164	19	26
10	-7	241	103	106
20	74	322	190	190
30	139	396	263	263
40	207	473	338	337
50	280	561	424	420
60	357	667	513	514
70	465	783	625	625
80	588	943	765	763
90	715	1114	914	914
100	870	1280	1079	1076
110	1031	1457	1251	1248
120	1196	1668	1437	1434
130	1388	1883	1641	1645
140	1588	2130	1862	1858
150	1812	2364	2078	2082
160	2043	2584	2296	2299
170	2262	2829	2534	2541
180	2484	3061	2773	2771
190	2714	3292	3014	3012
200	2991	3536	3267	3269
210	3238	3807	3511	3514
220	3486	4071	3759	3767
230	3708	4295	4010	4008
240	3954	4533	4250	4249
250	4201	4770	4484	4485
260	4420	5007	4718	4717
270	4651	5236	4950	4950
280	4919	5502	5211	5208
290	5176	5763	5476	5474
300	5445	6027	5731	5732
310	5699	6298	5990	5989
320	5948	6512	6238	6232
330	6210	6725	6467	6466
340	6425	6969	6692	6690
350	6654	7159	6914	6911
360	6877	7364	7122	7121
370	7103	7577	7330	7331
380	7294	7761	7535	7535
390	7512	7976	7740	7742
400	7682	8173	7934	7936
410	7881	8370	8126	8126
420	8083	8588	8327	8329
430	8266	8798	8533	8532
440	8460	8993	8730	8727
450	8648	9216	8911	8913
460	8809	9430	9090	9097
470	8949	9622	9253	9258
