depth	min	max	median	mean
10	506	1088	798	799
20	696	1212	960	963
30	889	1384	1169	1158
40	1152	1566	1393	1386
45	1340	1665	1504	1505
50	1445	1753	1596	1594
60	1607	1908	1761	1760
70	1774	2057	1916	1918
80	1923	2191	2064	2064
90	2090	2334	2215	2214
100	2256	2482	2369	2368
110	2404	2621	2509	2509
115	2476	2691	2581	2582
120	2542	2767	2653	2653
125	2620	2836	2726	2727
130	2699	2913	2805	2806
135	2772	2998	2880	2882
140	2856	3100	2973	2974
145	2962	3198	3075	3078
150	3056	3313	3180	3181
155	3156	3413	3284	3285
160	3263	3537	3391	3392
165	3345	3640	3498	3497
170	3459	3755	3605	3606
175	3559	3866	3714	3715
180	3655	3991	3819	3818
185	3755	4101	3928	3928
190	3850	4219	4030	4032
195	3958	4319	4139	4139
200	4067	4438	4240	4243
205	4153	4539	4344	4345
210	4251	4643	4442	4441
215	4355	4762	4540	4542
220	4428	4872	4635	4637
225	4507	4959	4724	4726
230	4598	5055	4819	4818
235	4665	5170	4907	4909
240	4741	5258	4990	4992
245	4812	5367	5075	5074
250	4872	5477	5147	5152
