depth	min	max	median	mean
5	79	562	330	330
10	175	635	407	405
15	256	717	495	494
20	361	808	599	593
30	599	1040	827	824
35	706	1158	941	941
40	825	1265	1058	1055
45	940	1373	1164	1161
50	1051	1483	1267	1265
55	1165	1608	1382	1377
60	1272	1706	1491	1485
65	1356	1836	1587	1591
70	1478	1933	1698	1705
75	1602	2067	1836	1834
80	1713	2227	1970	1971
85	1896	2456	2155	2162
90	2072	2721	2398	2398
95	2325	3038	2688	2687
100	2624	3370	3005	2999
105	2907	3654	3311	3301
110	3223	3969	3619	3618
115	3591	4308	3972	3961
120	3872	4648	4273	4272
125	4190	4959	4601	4599
130	4490	5304	4932	4924
135	4877	5615	5282	5276
140	5218	5918	5569	5575
142	5422	5997	5708	5708
145	5566	6229	5914	5908
150	5847	6560	6209	6209
155	6094	6902	6529	6521
165	6758	7592	7173	7173
175	7369	8209	7795	7789
185	7943	8701	8363	8359
195	8452	9127	8797	8801
200	8591	9250	8929	8921
