depth	min	max	median	mean
7	12184	12367	12284	12283
18	12271	12419	12346	12346
26	12303	12446	12375	12376
40	12350	12481	12416	12416
60	12395	12523	12463	12462
120	12520	12634	12575	12575
160	12586	12693	12640	12639
200	12644	12747	12694	12694
240	12700	12802	12746	12747
280	12746	12847	12796	12797
320	12797	12894	12843	12844
340	12820	12918	12866	12867
380	12864	12963	12913	12913
440	12931	13030	12982	12981
480	12972	13073	13025	13025
500	12993	13103	13048	13048
580	13086	13200	13140	13141
640	13154	13272	13211	13212
680	13206	13321	13262	13262
740	13281	13398	13339	13339
780	13329	13453	13392	13391
840	13413	13537	13475	13474
900	13495	13630	13562	13562
940	13558	13691	13624	13625
960	13589	13724	13658	13658
1010	13677	13816	13747	13748
1025	13705	13848	13776	13776
1035	13725	13869	13796	13797
1040	13741	13884	13807	13809
1044	13748	13893	13817	13819
1070	13811	13970	13889	13890
1075	13826	13988	13905	13906
1090	13878	14059	13963	13964
1125	14017	14261	14128	14131
1135	14075	14339	14198	14201
