"labID","age","error","depth"
"362983",-1,29.5,260
"362984",159,238,268
"362985",323,338,276
"362986",489,422.5,284
"362987",655,487.5,292
"362988",829,553.5,300
"362989",995,559.5,308
"362990",1162,565,316
"362991",1329,566.5,324
"362992",1494,569,332
"362993",1660,560.5,340
"362994",1830,522.5,348
"362995",1992,481.5,356
"362996",2153,430.5,364
"362997",2317,359,372
"362998",2478,267.5,380
"362999",2670,328.5,388
"363000",2861,426,396
"363001",3049,511.5,404
"363002",3243,578,412
"363003",3438,645.5,420
"363004",3629,645.5,428
"363005",3814,655,436
"363006",4005,671,444
"363007",4198,679,452
"363008",4394,691.5,460
"363009",4579,652.5,468
"363010",4764,613.5,476
"363011",4951,567.5,484
"363012",5140,511,492
"363013",5330,457,500
"363014",5521,285,508
"363015",5698,273,516
"363016",5870,360.5,524
"363017",6034,427,532
"363018",6203,487,540
"363019",6368,493,548
"363020",6536,500,556
"363021",6703,500.5,564
"363022",6871,489.5,572
"363023",7041,481.5,580
"363024",7211,405,588
"363025",7387,312.5,596
"363026",7572,307.5,604
"363027",7764,425,612
"363028",7961,562.5,620
"363029",8143,606,628
"363030",8338,661.5,636
"363031",8537,730,644
"363032",8736,780.5,652
"363033",8932,828,660
"363034",9129,845,668
"363035",9325,871.5,676
"363036",9518,892.5,684
"363037",9713,924.5,692
"363038",9915,951,700
"363039",10015,929,704
"363040",10115,938,708
"363041",10213,937,712
"363042",10311,938,716
"363043",10411,962.5,720
"363044",10507,936,724
"363045",10603,940,728
"363046",10751,914.5,734
"363047",10853,913,738
"363048",11018,899,742
"363049",11251,925,746
"363050",11367,958.5,748
"363051",11484,1034.5,750
"363052",11621,987.5,752
"363053",11758,974,754
"363054",11895,982.5,756
"363055",12032,1012.5,758
"363056",12558,916,766
"363057",13080,640.5,774
"363058",13529,437,782
"363059",13770,670.5,790
