labID,age,error,depth
134068,-3,1,1
134069,58,27,3
134070,119,54.5,5
134071,180,81.5,7
134072,241,109,9
134073,302,136.5,11
134074,333,150,12
134075,394,177,14
134076,425,191,15
134077,455,204.5,16
134078,486,218,17
134079,547,245.5,19
