"labID","age","error","depth"
"409518",199,276,0
"409519",354,262.5,5
"409520",509,256,10
"409521",665,255,15
"409522",820,258,20
"409523",976,263.5,25
"409524",1131,271.5,30
"409525",1287,282,35
"409526",1443,294.5,40
"409527",1599,307.5,45
"409528",1756,321,50
"409529",1913,333.5,55
"409530",2070,345.5,60
"409531",2227,356,65
"409532",2385,364.5,70
"409533",2543,371.5,75
"409534",2701,375.5,80
"409535",2860,377,85
"409536",3019,375.5,90
"409537",3179,370,95
"409538",3340,362,100
"409539",3500,351,105
"409540",3662,337.5,110
"409541",3824,323,115
"409542",3987,310.5,120
"409543",4150,301.5,125
"409544",4315,295.5,130
"409545",4481,291,135
"409546",4648,287.5,140
"409547",4818,285,145
"409548",4989,283.5,150
"409549",5163,281.5,155
"409550",5339,279.5,160
"409551",5519,276.5,165
"409552",5701,272.5,170
"409553",5888,266.5,175
"409554",6084,258.5,180
"409555",6290,247.5,185
"409556",6512,233.5,190
"409557",6751,217.5,195
"409558",7011,201.5,200
"409559",7295,187,205
"409560",7603,174.5,210
"409561",7931,168.5,215
"409562",8274,172,220
"409563",8626,171,225
"409564",8976,170.5,230
"409565",9315,174,235
"409566",9639,190.5,240
"409567",9954,221,245
"409568",10266,262.5,250
"409569",10578,317,255
"409570",10891,377.5,260
"409571",11203,440.5,265
"409572",11515,507.5,270
"409573",11827,576.5,275
