depth	min	max	median	mean
0	125	570	362	359
2.5	225	643	441	439
5	278	760	520	519
10	588	1342	981	975
15	1089	1944	1544	1539
20	1643	2662	2231	2215
25	2552	3690	3209	3189
30	3432	4834	4203	4193
35	4630	5704	5223	5211
40	5575	6558	6084	6079
45	6390	7261	6859	6850
50	7101	7987	7577	7564
55	7690	8580	8154	8143
60	8224	9205	8713	8714
65	8685	9670	9173	9173
70	9085	10110	9594	9596
75	9489	10486	10007	9999
80	9916	10906	10432	10422
85	10303	11252	10790	10793
90	10637	11589	11134	11128
95	10952	11898	11430	11433
100	11255	12149	11714	11708
105	11556	12345	11959	11956
110	11805	12509	12161	12166
115	12039	12684	12339	12342
120	12179	12843	12483	12495
122.5	12247	12881	12542	12552
125	12297	12952	12600	12610
127.5	12329	13009	12644	12653
